hardware,layer,kv_head,true_positive,true_negative,false_positive,false_negative,total,candidate_count,accepted_count,positive_support,negative_support,micro_fpr,micro_fnr,precision_micro,recall_micro,acceptance_micro
gpu4090,28,2,394,110,0,56,560,560,394,450,110,0.0,0.12444444444444444,1.0,0.8755555555555555,0.7035714285714286
gpu4090,28,3,355,118,2,85,560,560,357,440,120,0.016666666666666666,0.19318181818181818,0.9943977591036415,0.8068181818181818,0.6375
gpu4090,28,4,349,116,3,92,560,560,352,441,119,0.025210084033613446,0.20861678004535147,0.9914772727272727,0.7913832199546486,0.6285714285714286
gpu4090,28,5,321,138,1,100,560,560,322,421,139,0.007194244604316547,0.2375296912114014,0.9968944099378882,0.7624703087885986,0.575
gpu4090,28,6,430,90,0,40,560,560,430,470,90,0.0,0.0851063829787234,1.0,0.9148936170212766,0.7678571428571429
gpu4090,28,7,349,117,1,93,560,560,350,442,118,0.00847457627118644,0.21040723981900453,0.9971428571428571,0.7895927601809954,0.625
gpu4090,29,0,346,128,2,84,560,560,348,430,130,0.015384615384615385,0.19534883720930232,0.9942528735632183,0.8046511627906977,0.6214285714285714
gpu4090,29,1,370,111,1,78,560,560,371,448,112,0.008928571428571428,0.17410714285714285,0.9973045822102425,0.8258928571428571,0.6625
gpu4090,29,2,339,134,0,87,560,560,339,426,134,0.0,0.20422535211267606,1.0,0.795774647887324,0.6053571428571428
gpu4090,29,3,407,93,0,60,560,560,407,467,93,0.0,0.1284796573875803,1.0,0.8715203426124197,0.7267857142857143
gpu4090,29,4,468,82,0,10,560,560,468,478,82,0.0,0.02092050209205021,1.0,0.9790794979079498,0.8357142857142857
gpu4090,29,5,370,109,0,81,560,560,370,451,109,0.0,0.17960088691796008,1.0,0.8203991130820399,0.6607142857142857
gpu4090,29,6,490,70,0,0,560,560,490,490,70,0.0,0.0,1.0,1.0,0.875
gpu4090,29,7,436,94,0,30,560,560,436,466,94,0.0,0.06437768240343347,1.0,0.9356223175965666,0.7785714285714286
gpu4090,3,0,289,162,0,109,560,560,289,398,162,0.0,0.27386934673366836,1.0,0.7261306532663316,0.5160714285714286
gpu4090,3,1,485,73,0,2,560,560,485,487,73,0.0,0.004106776180698152,1.0,0.9958932238193019,0.8660714285714286
gpu4090,3,2,352,108,0,100,560,560,352,452,108,0.0,0.22123893805309736,1.0,0.7787610619469026,0.6285714285714286
gpu4090,3,3,307,131,1,121,560,560,308,428,132,0.007575757575757576,0.2827102803738318,0.9967532467532467,0.7172897196261683,0.55
gpu4090,3,4,482,70,0,8,560,560,482,490,70,0.0,0.0163265306122449,1.0,0.9836734693877551,0.8607142857142858
gpu4090,3,5,256,160,0,144,560,560,256,400,160,0.0,0.36,1.0,0.64,0.45714285714285713
gpu4090,3,6,230,169,0,161,560,560,230,391,169,0.0,0.4117647058823529,1.0,0.5882352941176471,0.4107142857142857
gpu4090,3,7,401,110,1,48,560,560,402,449,111,0.009009009009009009,0.10690423162583519,0.9975124378109452,0.8930957683741648,0.7178571428571429
gpu4090,30,0,279,149,0,132,560,560,279,411,149,0.0,0.32116788321167883,1.0,0.6788321167883211,0.4982142857142857
gpu4090,30,1,447,81,0,32,560,560,447,479,81,0.0,0.06680584551148225,1.0,0.9331941544885177,0.7982142857142858
gpu4090,30,2,395,104,0,61,560,560,395,456,104,0.0,0.1337719298245614,1.0,0.8662280701754386,0.7053571428571429
gpu4090,30,3,272,167,1,120,560,560,273,392,168,0.005952380952380952,0.30612244897959184,0.9963369963369964,0.6938775510204082,0.4875
gpu4090,30,4,434,93,0,33,560,560,434,467,93,0.0,0.07066381156316917,1.0,0.9293361884368309,0.775
gpu4090,30,5,419,99,1,41,560,560,420,460,100,0.01,0.0891304347826087,0.9976190476190476,0.9108695652173913,0.75
gpu4090,30,6,324,136,1,99,560,560,325,423,137,0.0072992700729927005,0.23404255319148937,0.9969230769230769,0.7659574468085106,0.5803571428571429
gpu4090,30,7,251,165,0,144,560,560,251,395,165,0.0,0.36455696202531646,1.0,0.6354430379746835,0.44821428571428573
gpu4090,31,0,373,113,1,73,560,560,374,446,114,0.008771929824561403,0.16367713004484305,0.9973262032085561,0.8363228699551569,0.6678571428571428
gpu4090,31,1,480,73,0,7,560,560,480,487,73,0.0,0.014373716632443531,1.0,0.9856262833675564,0.8571428571428571
gpu4090,31,2,452,84,0,24,560,560,452,476,84,0.0,0.05042016806722689,1.0,0.9495798319327731,0.8071428571428572
gpu4090,31,3,490,68,0,2,560,560,490,492,68,0.0,0.0040650406504065045,1.0,0.9959349593495935,0.875
gpu4090,31,4,411,95,0,54,560,560,411,465,95,0.0,0.11612903225806452,1.0,0.8838709677419355,0.7339285714285714
gpu4090,31,5,305,134,1,120,560,560,306,425,135,0.007407407407407408,0.2823529411764706,0.9967320261437909,0.7176470588235294,0.5464285714285714
gpu4090,31,6,432,91,1,36,560,560,433,468,92,0.010869565217391304,0.07692307692307693,0.9976905311778291,0.9230769230769231,0.7732142857142857
gpu4090,31,7,340,132,1,87,560,560,341,427,133,0.007518796992481203,0.20374707259953162,0.9970674486803519,0.7962529274004684,0.6089285714285714
gpu4090,4,0,338,133,0,89,560,560,338,427,133,0.0,0.20843091334894615,1.0,0.7915690866510539,0.6035714285714285
gpu4090,4,1,326,128,1,105,560,560,327,431,129,0.007751937984496124,0.24361948955916474,0.9969418960244648,0.7563805104408353,0.5839285714285715
gpu4090,4,2,478,75,0,7,560,560,478,485,75,0.0,0.01443298969072165,1.0,0.9855670103092784,0.8535714285714285
gpu4090,4,3,480,73,0,7,560,560,480,487,73,0.0,0.014373716632443531,1.0,0.9856262833675564,0.8571428571428571
gpu4090,4,4,438,90,1,31,560,560,439,469,91,0.01098901098901099,0.06609808102345416,0.9977220956719818,0.9339019189765458,0.7839285714285714
gpu4090,4,5,315,149,1,95,560,560,316,410,150,0.006666666666666667,0.23170731707317074,0.9968354430379747,0.7682926829268293,0.5642857142857143
gpu4090,4,6,463,81,2,14,560,560,465,477,83,0.024096385542168676,0.029350104821802937,0.9956989247311828,0.9706498951781971,0.8303571428571429
gpu4090,4,7,316,143,0,101,560,560,316,417,143,0.0,0.2422062350119904,1.0,0.7577937649880095,0.5642857142857143
gpu4090,5,0,433,91,1,35,560,560,434,468,92,0.010869565217391304,0.07478632478632478,0.9976958525345622,0.9252136752136753,0.775
gpu4090,5,1,469,78,0,13,560,560,469,482,78,0.0,0.026970954356846474,1.0,0.9730290456431535,0.8375
gpu4090,5,2,470,76,0,14,560,560,470,484,76,0.0,0.028925619834710745,1.0,0.9710743801652892,0.8392857142857143
gpu4090,5,3,451,85,0,24,560,560,451,475,85,0.0,0.05052631578947368,1.0,0.9494736842105264,0.8053571428571429
gpu4090,5,4,411,96,1,52,560,560,412,463,97,0.010309278350515464,0.11231101511879049,0.9975728155339806,0.8876889848812095,0.7357142857142858
gpu4090,5,5,333,132,2,93,560,560,335,426,134,0.014925373134328358,0.21830985915492956,0.9940298507462687,0.7816901408450704,0.5982142857142857
gpu4090,5,6,450,83,1,26,560,560,451,476,84,0.011904761904761904,0.0546218487394958,0.9977827050997783,0.9453781512605042,0.8053571428571429
gpu4090,5,7,466,82,1,11,560,560,467,477,83,0.012048192771084338,0.023060796645702306,0.9978586723768736,0.9769392033542977,0.8339285714285715
gpu4090,6,0,345,121,0,94,560,560,345,439,121,0.0,0.214123006833713,1.0,0.785876993166287,0.6160714285714286
gpu4090,6,1,276,158,1,125,560,560,277,401,159,0.006289308176100629,0.3117206982543641,0.9963898916967509,0.6882793017456359,0.49464285714285716
gpu4090,6,2,453,51,1,55,560,560,454,508,52,0.019230769230769232,0.10826771653543307,0.9977973568281938,0.8917322834645669,0.8107142857142857
gpu4090,6,3,466,79,1,14,560,560,467,480,80,0.0125,0.029166666666666667,0.9978586723768736,0.9708333333333333,0.8339285714285715
gpu4090,6,4,459,78,1,22,560,560,460,481,79,0.012658227848101266,0.04573804573804574,0.9978260869565218,0.9542619542619543,0.8214285714285714
gpu4090,6,5,362,110,8,80,560,560,370,442,118,0.06779661016949153,0.18099547511312217,0.9783783783783784,0.8190045248868778,0.6607142857142857
gpu4090,6,6,399,112,0,49,560,560,399,448,112,0.0,0.109375,1.0,0.890625,0.7125
gpu4090,6,7,338,113,1,108,560,560,339,446,114,0.008771929824561403,0.242152466367713,0.9970501474926253,0.757847533632287,0.6053571428571428
gpu4090,7,0,463,76,0,21,560,560,463,484,76,0.0,0.04338842975206612,1.0,0.9566115702479339,0.8267857142857142
gpu4090,7,1,470,72,0,18,560,560,470,488,72,0.0,0.036885245901639344,1.0,0.9631147540983607,0.8392857142857143
gpu4090,7,2,406,108,1,45,560,560,407,451,109,0.009174311926605505,0.09977827050997783,0.9975429975429976,0.9002217294900222,0.7267857142857143
gpu4090,7,3,367,118,2,73,560,560,369,440,120,0.016666666666666666,0.16590909090909092,0.994579945799458,0.8340909090909091,0.6589285714285714
gpu4090,7,4,421,97,0,42,560,560,421,463,97,0.0,0.09071274298056156,1.0,0.9092872570194385,0.7517857142857143
gpu4090,7,5,454,86,0,20,560,560,454,474,86,0.0,0.04219409282700422,1.0,0.9578059071729957,0.8107142857142857
gpu4090,7,6,471,78,1,10,560,560,472,481,79,0.012658227848101266,0.02079002079002079,0.9978813559322034,0.9792099792099792,0.8428571428571429
gpu4090,7,7,389,114,0,57,560,560,389,446,114,0.0,0.12780269058295965,1.0,0.8721973094170403,0.6946428571428571
gpu4090,8,0,433,96,0,31,560,560,433,464,96,0.0,0.0668103448275862,1.0,0.9331896551724138,0.7732142857142857
gpu4090,8,1,357,118,1,84,560,560,358,441,119,0.008403361344537815,0.19047619047619047,0.9972067039106145,0.8095238095238095,0.6392857142857142
gpu4090,8,2,444,51,0,65,560,560,444,509,51,0.0,0.12770137524557956,1.0,0.8722986247544204,0.7928571428571428
gpu4090,8,3,458,79,2,21,560,560,460,479,81,0.024691358024691357,0.04384133611691023,0.9956521739130435,0.9561586638830898,0.8214285714285714
gpu4090,8,4,350,79,4,127,560,560,354,477,83,0.04819277108433735,0.2662473794549266,0.9887005649717514,0.7337526205450734,0.6321428571428571
gpu4090,8,5,462,60,1,37,560,560,463,499,61,0.01639344262295082,0.07414829659318638,0.9978401727861771,0.9258517034068137,0.8267857142857142
gpu4090,8,6,276,153,1,130,560,560,277,406,154,0.006493506493506494,0.32019704433497537,0.9963898916967509,0.6798029556650246,0.49464285714285716
gpu4090,8,7,438,78,2,42,560,560,440,480,80,0.025,0.0875,0.9954545454545455,0.9125,0.7857142857142857
gpu4090,9,0,449,43,0,68,560,560,449,517,43,0.0,0.13152804642166344,1.0,0.8684719535783365,0.8017857142857143
gpu4090,9,1,253,157,0,150,560,560,253,403,157,0.0,0.37220843672456577,1.0,0.6277915632754343,0.4517857142857143
gpu4090,9,2,478,65,0,17,560,560,478,495,65,0.0,0.03434343434343434,1.0,0.9656565656565657,0.8535714285714285
gpu4090,9,3,408,100,0,52,560,560,408,460,100,0.0,0.11304347826086956,1.0,0.8869565217391304,0.7285714285714285
gpu4090,9,4,447,88,0,25,560,560,447,472,88,0.0,0.05296610169491525,1.0,0.9470338983050848,0.7982142857142858
gpu4090,9,5,368,113,2,77,560,560,370,445,115,0.017391304347826087,0.17303370786516853,0.9945945945945946,0.8269662921348314,0.6607142857142857
gpu4090,9,6,363,118,1,78,560,560,364,441,119,0.008403361344537815,0.17687074829931973,0.9972527472527473,0.8231292517006803,0.65
gpu4090,9,7,352,69,2,137,560,560,354,489,71,0.028169014084507043,0.28016359918200406,0.9943502824858758,0.7198364008179959,0.6321428571428571
