checkpoint,method_group,mode,paper_cache_mode,paper_config,paper_recent_length,paper_record_path,paper_sink_length,runtime_equivalent,s0_cache_mode,s0_config,s0_recent_length,s0_record_path,s0_sink_length,same_file,same_record_hash,task_key
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
8192,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s0:seed12042
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p12:s1:seed12043
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p14:s0:seed14042
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
8192,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s0:seed15042
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
16384,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
8192,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
8192,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
