kv_type,metric,task,layer,kv_head,count,contrib,weighted_mean
k,relative_benefit,samsum,13,3,605,23.024234940906688,0.03805658667918461
k,relative_benefit,samsum,13,4,605,34.78586762690483,0.05749730186265262
k,relative_benefit,samsum,13,5,605,27.546919696820726,0.04553209867243095
k,relative_benefit,samsum,13,6,605,39.03923525868218,0.06452766158459865
k,relative_benefit,samsum,13,7,605,38.09089429449287,0.0629601558586659
k,relative_benefit,samsum,14,0,605,31.727903240590468,0.05244281527370325
k,relative_benefit,samsum,14,1,605,29.88257048701187,0.04939267849092871
k,relative_benefit,samsum,14,2,605,34.774176102184235,0.057477977028403696
k,relative_benefit,samsum,14,3,605,38.970623045137366,0.0644142529671692
k,relative_benefit,samsum,14,4,605,29.777059436212326,0.04921828005985508
k,relative_benefit,samsum,14,5,605,24.21881089705231,0.040031092391822
k,relative_benefit,samsum,14,6,605,5.4666947133642445,0.009035859030354124
k,relative_benefit,samsum,14,7,605,55.2830822449885,0.09137699544626199
k,relative_benefit,samsum,15,0,605,29.64206422189055,0.04899514747419926
k,relative_benefit,samsum,15,1,605,27.97600642915613,0.04624133294075393
k,relative_benefit,samsum,15,2,605,22.90453225041691,0.03785873099242464
k,relative_benefit,samsum,15,3,605,12.132863089971456,0.020054319156977612
k,relative_benefit,samsum,15,4,605,54.092954169136355,0.08940984160187827
k,relative_benefit,samsum,15,5,605,30.20732765357763,0.04992946719599608
k,relative_benefit,samsum,15,6,605,32.79422225352912,0.05420532603889111
k,relative_benefit,samsum,15,7,605,9.198956308534578,0.015204886460387732
k,relative_benefit,samsum,16,0,605,15.26699622407055,0.02523470450259595
k,relative_benefit,samsum,16,1,605,32.222636663634866,0.05326055646881796
k,relative_benefit,samsum,16,2,605,28.16493654460494,0.046553614123313956
k,relative_benefit,samsum,16,3,605,39.820649701184124,0.06581925570443657
k,relative_benefit,samsum,16,4,605,24.114502896701033,0.039858682473886006
k,relative_benefit,samsum,16,5,605,10.293616561136341,0.017014242249812135
k,relative_benefit,samsum,16,6,605,30.2851904504409,0.050058166033786614
k,relative_benefit,samsum,16,7,605,28.24857918146538,0.04669186641564526
k,relative_benefit,samsum,17,0,605,28.359994304795887,0.04687602364429072
k,relative_benefit,samsum,17,1,605,26.602686979209608,0.043971383436710094
k,relative_benefit,samsum,17,2,605,33.681403225116085,0.05567174086796047
k,relative_benefit,samsum,17,3,605,26.131834068582307,0.04319311416294596
k,relative_benefit,samsum,17,4,605,25.188039208029835,0.041633122657900555
k,relative_benefit,samsum,17,5,605,26.54310813553104,0.04387290600914221
k,relative_benefit,samsum,17,6,605,40.01163459672338,0.0661349332177246
k,relative_benefit,samsum,17,7,605,28.164491163217193,0.0465528779557309
k,relative_benefit,samsum,18,0,605,26.213291215437508,0.043327754075103316
k,relative_benefit,samsum,18,1,605,16.86104705186704,0.027869499259284364
k,relative_benefit,samsum,18,2,605,27.748841423302643,0.04586585359223577
k,relative_benefit,samsum,18,3,605,25.280165408427237,0.041785397369301217
k,relative_benefit,samsum,18,4,605,14.692919550423593,0.024285817438716682
k,relative_benefit,samsum,18,5,605,36.227264976283855,0.05987977682030389
k,relative_benefit,samsum,18,6,605,13.973556417059338,0.023096787466213783
k,relative_benefit,samsum,18,7,605,17.06923345532244,0.028213609017061884
k,relative_benefit,samsum,19,0,605,42.028223846842025,0.06946813858982152
k,relative_benefit,samsum,19,1,605,32.37483303909472,0.053512120725776394
k,relative_benefit,samsum,19,2,605,19.564248732736342,0.03233760121113445
k,relative_benefit,samsum,19,3,605,50.497203868067075,0.08346645267449103
k,relative_benefit,samsum,19,4,605,41.223110546811064,0.06813737280464639
k,relative_benefit,samsum,19,5,605,9.11650518011368,0.015068603603493687
k,relative_benefit,samsum,19,6,605,15.678339673057653,0.02591461102984736
k,relative_benefit,samsum,19,7,605,25.95546932971296,0.04290160219787267
k,relative_benefit,samsum,20,0,605,22.945451196353233,0.037926365613806995
k,relative_benefit,samsum,20,1,605,19.759217077275366,0.03265986293764523
k,relative_benefit,samsum,20,2,605,23.882714839460338,0.03947556171811626
k,relative_benefit,samsum,20,3,605,51.656265255451444,0.0853822566205809
k,relative_benefit,samsum,20,4,605,22.348227687760463,0.03693921931861233
k,relative_benefit,samsum,20,5,605,12.448566771492924,0.020576143423955248
k,relative_benefit,samsum,20,6,605,39.80610496764915,0.06579521482256058
k,relative_benefit,samsum,20,7,605,21.3311946090747,0.03525817290756149
k,relative_benefit,samsum,21,0,605,55.392470576755166,0.09155780260620688
k,relative_benefit,samsum,21,1,605,39.791131723493564,0.06577046565866705
k,relative_benefit,samsum,21,2,605,17.166596425871052,0.0283745395468943
k,relative_benefit,samsum,21,3,605,21.08644149887583,0.034853622312191454
k,relative_benefit,samsum,21,4,605,26.569446560982428,0.04391644059666517
k,relative_benefit,samsum,21,5,605,35.47015367361418,0.05862835317952757
k,relative_benefit,samsum,21,6,605,24.860790794365066,0.041092216189033165
k,relative_benefit,samsum,21,7,605,26.823659010466194,0.044336626463580484
k,relative_benefit,samsum,22,0,605,17.272663927794348,0.028549857731891483
k,relative_benefit,samsum,22,1,605,34.52725586996425,0.05706984441316405
k,relative_benefit,samsum,22,2,605,24.737691006131676,0.04088874546468046
k,relative_benefit,samsum,22,3,605,32.72054567367761,0.05408354656806217
k,relative_benefit,samsum,22,4,605,18.580334965944278,0.030711297464370707
k,relative_benefit,samsum,22,5,605,17.42904781673238,0.028808343498731202
k,relative_benefit,samsum,22,6,605,19.97228737796312,0.03301204525283161
k,relative_benefit,samsum,22,7,605,21.63112068586885,0.03575391848903942
k,relative_benefit,samsum,23,0,605,13.326991002502137,0.022028084301656425
k,relative_benefit,samsum,23,1,605,22.440178536131896,0.037091204191953546
k,relative_benefit,samsum,23,2,605,28.443938782037897,0.04701477484634363
k,relative_benefit,samsum,23,3,605,24.437699052313853,0.040392890995560086
k,relative_benefit,samsum,23,4,605,15.320815167601019,0.02532366143405127
k,relative_benefit,samsum,23,5,605,17.76877131652502,0.029369869944669454
k,relative_benefit,samsum,23,6,605,29.99341596138481,0.04957589415104927
k,relative_benefit,samsum,23,7,605,14.274223236421419,0.023593757415572594
k,relative_benefit,samsum,24,0,605,19.43524631689326,0.03212437407750952
k,relative_benefit,samsum,24,1,605,17.31970929546549,0.028627618670190893
k,relative_benefit,samsum,24,2,605,6.331319459537317,0.010464990842210442
k,relative_benefit,samsum,24,3,605,13.595059999213014,0.022471173552418205
k,relative_benefit,samsum,24,4,605,19.477108498114596,0.03219356776547867
k,relative_benefit,samsum,24,5,605,22.003754058120222,0.03636984141838053
k,relative_benefit,samsum,24,6,605,26.045109292833363,0.04304976742617085
k,relative_benefit,samsum,24,7,605,39.8882816751476,0.06593104409115307
k,relative_benefit,samsum,25,0,605,30.169205983844755,0.04986645617164422
k,relative_benefit,samsum,25,1,605,22.33945884793993,0.03692472536849575
k,relative_benefit,samsum,25,2,605,31.313662425530982,0.051758119711621454
k,relative_benefit,samsum,25,3,605,23.27472320486696,0.03847061686754869
k,relative_benefit,samsum,25,4,605,18.49511012023745,0.0305704299508057
k,relative_benefit,samsum,25,5,605,74.3774254767312,0.12293789334996894
k,relative_benefit,samsum,25,6,605,14.323308787527097,0.02367489055789603
k,relative_benefit,samsum,25,7,605,30.533416038705273,0.05046845626232276
k,relative_benefit,samsum,26,0,605,44.05259771069501,0.07281421109205787
k,relative_benefit,samsum,26,1,605,44.01459063991481,0.07275138948746249
k,relative_benefit,samsum,26,2,605,33.222695184422605,0.05491354575937621
k,relative_benefit,samsum,26,3,605,31.71486454272347,0.05242126370698094
k,relative_benefit,samsum,26,4,605,21.814508438933245,0.03605703874203842
k,relative_benefit,samsum,26,5,605,33.40417028168783,0.05521350459783113
k,relative_benefit,samsum,26,6,605,20.484808609610006,0.03385918778447935
k,relative_benefit,samsum,26,7,605,23.52236681623059,0.03887994515079436
k,relative_benefit,samsum,27,0,605,5.686038980132838,0.009398411537409649
k,relative_benefit,samsum,27,1,605,46.3078692128423,0.07654193258321042
k,relative_benefit,samsum,27,2,605,23.347108576104976,0.038590262109264424
k,relative_benefit,samsum,27,3,605,16.61735508098453,0.02746670261319757
k,relative_benefit,samsum,27,4,605,15.023940322283906,0.02483295921038662
k,relative_benefit,samsum,27,5,605,29.849158327307073,0.04933745178067285
k,relative_benefit,samsum,27,6,605,10.340320436483886,0.017091438737989895
k,relative_benefit,samsum,27,7,605,126.0519653126384,0.20835035588865852
k,relative_benefit,samsum,28,0,605,20.697093117908782,0.03421007126927071
k,relative_benefit,samsum,28,1,605,29.542469351771835,0.048830527854168325
k,relative_benefit,samsum,28,2,605,23.826690268141554,0.03938295912089513
k,relative_benefit,samsum,28,3,605,15.666109720674005,0.025894396232519015
k,relative_benefit,samsum,28,4,605,19.33866875816838,0.03196474174903865
k,relative_benefit,samsum,28,5,605,22.89144063703963,0.03783709196204897
k,relative_benefit,samsum,28,6,605,14.75039244027034,0.02438081395086007
k,relative_benefit,samsum,28,7,605,36.331043420118235,0.060051311438211956
k,relative_benefit,samsum,29,0,605,12.333848775043203,0.020386526900897855
k,relative_benefit,samsum,29,1,605,21.390414584049424,0.035356057163718056
k,relative_benefit,samsum,29,2,605,30.4797358103623,0.05037972861216909
k,relative_benefit,samsum,29,3,605,10.522972335520269,0.01739334270333929
k,relative_benefit,samsum,29,4,605,18.642391598010995,0.03081387040993553
k,relative_benefit,samsum,29,5,605,30.069955207584012,0.049702405301791756
k,relative_benefit,samsum,29,6,605,157.97775851289492,0.261120262004785
k,relative_benefit,samsum,29,7,605,27.82183666276351,0.04598650688060084
k,relative_benefit,samsum,30,0,605,16.841944132343347,0.027837924185691483
k,relative_benefit,samsum,30,1,605,11.474004926073484,0.018965297398468566
k,relative_benefit,samsum,30,2,605,16.710339178312758,0.027620395336054145
k,relative_benefit,samsum,30,3,605,29.54266142894543,0.04883084533709988
k,relative_benefit,samsum,30,4,605,56.8458593195768,0.09396009804888728
k,relative_benefit,samsum,30,5,605,12.629640585758164,0.02087543898472424
k,relative_benefit,samsum,30,6,605,38.07649389050746,0.06293635353802886
k,relative_benefit,samsum,30,7,605,13.883621268421505,0.02294813432796943
k,relative_benefit,samsum,31,0,605,8.025585779053849,0.013265431039758427
k,relative_benefit,samsum,31,1,605,9.131318887253762,0.015093089069840929
k,relative_benefit,samsum,31,2,605,32.4794940937089,0.053685114204477524
k,relative_benefit,samsum,31,3,605,4.324799445226212,0.007148428835084648
k,relative_benefit,samsum,31,4,605,8.257465176594572,0.013648702771230698
k,relative_benefit,samsum,31,5,605,5.5209816158005856,0.009125589447604273
k,relative_benefit,samsum,31,6,605,10.578367872585098,0.017484905574520822
k,relative_benefit,samsum,31,7,605,5.59845116387994,0.009253638287404858
v,relative_benefit,dureader,0,0,96,38.83556765071914,0.4045371630283244
v,relative_benefit,dureader,0,1,96,11.151133926913905,0.11615764507201985
v,relative_benefit,dureader,0,2,96,35.41459855970864,0.3689020683302983
v,relative_benefit,dureader,0,3,96,4.776420721045332,0.04975438251088887
v,relative_benefit,dureader,0,4,96,17.69101346311867,0.18428139024081946
v,relative_benefit,dureader,0,5,96,65.08618883510094,0.6779811336989682
v,relative_benefit,dureader,0,6,96,45.88917375738503,0.4780122266394274
v,relative_benefit,dureader,0,7,96,82.65260192420752,0.8609646033771616
v,relative_benefit,dureader,1,0,96,42.54899277968252,0.4432186747883596
v,relative_benefit,dureader,1,1,96,24.25713441492615,0.25267848348881405
v,relative_benefit,dureader,1,2,96,52.53706519620259,0.547261095793777
v,relative_benefit,dureader,1,3,96,21.866102915853872,0.22777190537347783
v,relative_benefit,dureader,1,4,96,49.59254171311809,0.5165889761783135
v,relative_benefit,dureader,1,5,96,39.14695574979012,0.4077807890603138
v,relative_benefit,dureader,1,6,96,26.613862979537497,0.27722773937018225
v,relative_benefit,dureader,1,7,96,24.16290633370714,0.25169694097611606
v,relative_benefit,dureader,2,0,96,26.73170567064956,0.27845526740259957
v,relative_benefit,dureader,2,1,96,32.6639912986563,0.34024990936100313
v,relative_benefit,dureader,2,2,96,37.78160506818577,0.3935583861269351
v,relative_benefit,dureader,2,3,96,58.89887300577884,0.6135299271435296
v,relative_benefit,dureader,2,4,96,30.486348479247177,0.3175661299921581
v,relative_benefit,dureader,2,5,96,62.460557123980664,0.6506308033747986
v,relative_benefit,dureader,2,6,96,71.76183619657182,0.7475191270476231
v,relative_benefit,dureader,2,7,96,44.19416812558623,0.4603559179748566
v,relative_benefit,dureader,3,0,96,12.497916268472022,0.13018662779658355
v,relative_benefit,dureader,3,1,96,55.88155700626977,0.5820995521486435
v,relative_benefit,dureader,3,2,96,27.984852150143567,0.2915088765639955
v,relative_benefit,dureader,3,3,96,24.72324409934901,0.2575337927015522
v,relative_benefit,dureader,3,4,96,56.20152574569147,0.5854325598509528
v,relative_benefit,dureader,3,5,96,19.519665033338185,0.20332984409727275
v,relative_benefit,dureader,3,6,96,14.284478057468402,0.14879664643196253
v,relative_benefit,dureader,3,7,96,31.88324523345952,0.33211713784853664
v,relative_benefit,dureader,4,0,96,27.444399757745284,0.28587916414318004
v,relative_benefit,dureader,4,1,96,20.052347180947997,0.2088786164682083
v,relative_benefit,dureader,4,2,96,47.28252181109867,0.4925262688656111
v,relative_benefit,dureader,4,3,96,49.07052679277264,0.5111513207580484
v,relative_benefit,dureader,4,4,96,41.91030639469667,0.4365656916114236
v,relative_benefit,dureader,4,5,96,14.203727166546464,0.14795549131819233
v,relative_benefit,dureader,4,6,96,43.15478267386317,0.4495289861860747
v,relative_benefit,dureader,4,7,96,19.295702074363103,0.20099689660794898
v,relative_benefit,dureader,5,0,96,36.975659359257705,0.3851631183256011
v,relative_benefit,dureader,5,1,96,46.39450382185643,0.48327608147767115
v,relative_benefit,dureader,5,2,96,50.88183933191955,0.5300191597074954
v,relative_benefit,dureader,5,3,96,43.353976572072256,0.45160392262575266
v,relative_benefit,dureader,5,4,96,29.439485742847154,0.3066613098213245
v,relative_benefit,dureader,5,5,96,25.0170946805645,0.2605947362558802
v,relative_benefit,dureader,5,6,96,35.4536471289758,0.3693088242601646
v,relative_benefit,dureader,5,7,96,51.627630698657015,0.5377878197776772
v,relative_benefit,dureader,6,0,96,18.62045914891646,0.19396311613454645
v,relative_benefit,dureader,6,1,96,13.091994727522694,0.1363749450783614
v,relative_benefit,dureader,6,2,96,45.62861489064196,0.4752980717775204
v,relative_benefit,dureader,6,3,96,44.71247201335139,0.4657549168057436
v,relative_benefit,dureader,6,4,96,50.88898623763657,0.5300936066420476
v,relative_benefit,dureader,6,5,96,20.881675694665617,0.21751745515276685
v,relative_benefit,dureader,6,6,96,25.42785771034913,0.26487351781613677
v,relative_benefit,dureader,6,7,8,0.7152673412110522,0.08940841765138152
v,relative_benefit,gsm8k,0,0,80,50.19845510058977,0.6274806887573721
v,relative_benefit,gsm8k,0,1,80,38.017271869578884,0.47521589836973605
v,relative_benefit,gsm8k,0,2,80,39.421816121903085,0.49277270152378855
v,relative_benefit,gsm8k,0,3,80,36.03348885275954,0.45041861065949423
v,relative_benefit,gsm8k,0,4,80,31.49776836890208,0.393722104611276
v,relative_benefit,gsm8k,0,5,80,62.10503205679808,0.776312900709976
v,relative_benefit,gsm8k,0,6,80,55.14601068789297,0.6893251335986621
v,relative_benefit,gsm8k,0,7,80,70.91839329791341,0.8864799162239176
v,relative_benefit,gsm8k,1,0,80,42.045960155450736,0.5255745019431342
v,relative_benefit,gsm8k,1,1,80,34.04164271300884,0.4255205339126105
v,relative_benefit,gsm8k,1,2,80,47.49461845960999,0.5936827307451249
v,relative_benefit,gsm8k,1,3,80,37.39686293399015,0.4674607866748769
v,relative_benefit,gsm8k,1,4,80,45.64928554067049,0.5706160692583812
v,relative_benefit,gsm8k,1,5,80,45.354011307219324,0.5669251413402415
v,relative_benefit,gsm8k,1,6,80,47.05303100613225,0.5881628875766531
v,relative_benefit,gsm8k,1,7,80,34.873354830112724,0.4359169353764091
v,relative_benefit,gsm8k,2,0,80,42.41765508945634,0.5302206886182043
v,relative_benefit,gsm8k,2,1,80,42.3644214083955,0.5295552676049438
v,relative_benefit,gsm8k,2,2,80,38.066644500577205,0.47583305625721506
v,relative_benefit,gsm8k,2,3,80,54.66218852882004,0.6832773566102505
v,relative_benefit,gsm8k,2,4,80,35.55162377244618,0.44439529715557724
v,relative_benefit,gsm8k,2,5,80,56.84856411974365,0.7106070514967956
v,relative_benefit,gsm8k,2,6,80,58.17582084539707,0.7271977605674633
v,relative_benefit,gsm8k,2,7,80,43.7494056854208,0.54686757106776
v,relative_benefit,gsm8k,3,0,80,37.886979710780835,0.47358724638476046
v,relative_benefit,gsm8k,3,1,80,51.677799551945746,0.6459724943993218
v,relative_benefit,gsm8k,3,2,80,37.67228770565559,0.4709035963206949
v,relative_benefit,gsm8k,3,3,80,38.044086612005465,0.4755510826500683
v,relative_benefit,gsm8k,3,4,80,48.90375187201752,0.6112968984002191
v,relative_benefit,gsm8k,3,5,80,24.584167083468685,0.30730208854335855
v,relative_benefit,gsm8k,3,6,80,30.616228137920253,0.38270285172400315
v,relative_benefit,gsm8k,3,7,80,39.53578880193373,0.4941973600241716
v,relative_benefit,gsm8k,4,0,80,35.81954486133187,0.4477443107666484
v,relative_benefit,gsm8k,4,1,80,39.2099313093662,0.4901241413670775
v,relative_benefit,gsm8k,4,2,80,51.70647192203416,0.6463308990254271
v,relative_benefit,gsm8k,4,3,80,44.840113714773054,0.5605014214346632
v,relative_benefit,gsm8k,4,4,80,36.953928849610406,0.46192411062013006
v,relative_benefit,gsm8k,4,5,80,39.641689012587335,0.49552111265734167
v,relative_benefit,gsm8k,4,6,80,47.984322769350975,0.5998040346168871
v,relative_benefit,gsm8k,4,7,80,32.05962612691816,0.400745326586477
v,relative_benefit,gsm8k,5,0,80,43.82708507858543,0.5478385634823179
v,relative_benefit,gsm8k,5,1,80,50.176701148747384,0.6272087643593423
v,relative_benefit,gsm8k,5,2,80,48.097576694854155,0.601219708685677
v,relative_benefit,gsm8k,5,3,80,43.01689683603519,0.5377112104504398
v,relative_benefit,gsm8k,5,4,80,41.96905841722749,0.5246132302153436
v,relative_benefit,gsm8k,5,5,80,29.574447412464306,0.36968059265580383
v,relative_benefit,gsm8k,5,6,80,47.246470705469484,0.5905808838183686
v,relative_benefit,gsm8k,5,7,80,49.90891215894029,0.6238614019867537
v,relative_benefit,gsm8k,6,0,80,36.69659280025345,0.4587074100031681
v,relative_benefit,gsm8k,6,1,80,35.91673484355726,0.44895918554446573
v,relative_benefit,gsm8k,6,2,80,37.86491496587131,0.47331143707339135
v,relative_benefit,gsm8k,6,3,80,49.4223746299004,0.6177796828737551
v,relative_benefit,gsm8k,6,4,80,45.99806246403914,0.5749757808004892
v,relative_benefit,gsm8k,6,5,80,40.133548596282026,0.5016693574535254
v,relative_benefit,gsm8k,6,6,80,42.09364214651539,0.5261705268314424
v,relative_benefit,gsm8k,6,7,80,38.64187533413872,0.48302344167673394
v,relative_benefit,gsm8k,7,0,80,48.81770549192072,0.610221318649009
v,relative_benefit,gsm8k,7,1,80,46.29024320815338,0.5786280401019173
v,relative_benefit,gsm8k,7,2,80,44.976284468551356,0.562203555856892
v,relative_benefit,gsm8k,7,3,80,42.35185901824772,0.5293982377280966
v,relative_benefit,gsm8k,7,4,80,41.76763538598905,0.5220954423248632
v,relative_benefit,gsm8k,7,5,80,41.5269229682383,0.5190865371029788
v,relative_benefit,gsm8k,7,6,80,46.39492160637995,0.5799365200797494
v,relative_benefit,gsm8k,7,7,80,38.48762531826957,0.4810953164783697
v,relative_benefit,gsm8k,8,0,80,46.693026024770475,0.583662825309631
v,relative_benefit,gsm8k,8,1,80,32.576212848959884,0.40720266061199856
v,relative_benefit,gsm8k,8,2,80,49.04679056596899,0.6130848820746124
v,relative_benefit,gsm8k,8,3,80,43.51565706744749,0.5439457133430936
v,relative_benefit,gsm8k,8,4,80,32.59837715010651,0.40747971437633135
v,relative_benefit,gsm8k,8,5,80,46.46290196402285,0.5807862745502856
v,relative_benefit,gsm8k,8,6,80,36.1873773296123,0.4523422166201538
v,relative_benefit,gsm8k,8,7,80,48.57411165662592,0.607176395707824
v,relative_benefit,gsm8k,9,0,80,48.861715622225255,0.6107714452778157
v,relative_benefit,gsm8k,9,1,80,26.03263193049544,0.325407899131193
v,relative_benefit,gsm8k,9,2,80,44.266852867899274,0.553335660848741
v,relative_benefit,gsm8k,9,3,80,43.977328901008306,0.5497166112626038
v,relative_benefit,gsm8k,9,4,80,47.608888070258956,0.5951111008782369
v,relative_benefit,gsm8k,9,5,80,36.61995441560657,0.45774943019508213
v,relative_benefit,gsm8k,9,6,80,37.5128212263788,0.46891026532973495
v,relative_benefit,gsm8k,9,7,80,41.952346603068854,0.5244043325383607
v,relative_benefit,gsm8k,10,0,80,49.84946181677408,0.623118272709676
v,relative_benefit,gsm8k,10,1,80,36.401720968649364,0.45502151210811703
v,relative_benefit,gsm8k,10,2,80,35.56185574889958,0.44452319686124475
v,relative_benefit,gsm8k,10,3,80,39.585534421726784,0.4948191802715848
v,relative_benefit,gsm8k,10,4,80,47.20032810787255,0.5900041013484069
v,relative_benefit,gsm8k,10,5,80,39.45810515843998,0.4932263144804997
v,relative_benefit,gsm8k,10,6,80,45.49761256591208,0.568720157073901
v,relative_benefit,gsm8k,10,7,80,49.86438149357471,0.6233047686696839
v,relative_benefit,gsm8k,11,0,80,44.89342406172983,0.5611678007716229
v,relative_benefit,gsm8k,11,1,80,42.09520132387024,0.526190016548378
v,relative_benefit,gsm8k,11,2,80,40.24252198579907,0.5030315248224884
v,relative_benefit,gsm8k,11,3,80,42.67577432673056,0.533447179084132
v,relative_benefit,gsm8k,11,4,80,43.01964763062858,0.5377455953828573
v,relative_benefit,gsm8k,11,5,80,44.632267769922535,0.5579033471240317
v,relative_benefit,gsm8k,11,6,80,40.35137997313623,0.5043922496642029
v,relative_benefit,gsm8k,11,7,80,37.464710151622924,0.46830887689528655
v,relative_benefit,gsm8k,12,0,80,43.202746493992535,0.5400343311749067
v,relative_benefit,gsm8k,12,1,80,33.31357463884077,0.41641968298550963
v,relative_benefit,gsm8k,12,2,80,38.5013718768901,0.4812671484611262
v,relative_benefit,gsm8k,12,3,80,49.5478522088444,0.619348152610555
v,relative_benefit,gsm8k,12,4,80,40.951418576412614,0.5118927322051576
v,relative_benefit,gsm8k,12,5,80,29.342819917513538,0.36678524896891923
v,relative_benefit,gsm8k,12,6,80,43.48283474827863,0.5435354343534828
v,relative_benefit,gsm8k,12,7,80,41.15118017650211,0.5143897522062764
v,relative_benefit,gsm8k,13,0,80,50.988977358995335,0.6373622169874417
v,relative_benefit,gsm8k,13,1,80,39.496317363441605,0.49370396704302005
v,relative_benefit,gsm8k,13,2,80,46.7532543631785,0.5844156795397313
v,relative_benefit,gsm8k,13,3,80,36.72507698078213,0.45906346225977657
v,relative_benefit,gsm8k,13,4,80,46.20384942600281,0.5775481178250351
v,relative_benefit,gsm8k,13,5,80,30.38003091877826,0.37975038648472825
v,relative_benefit,gsm8k,13,6,80,40.750103517617816,0.5093762939702227
v,relative_benefit,gsm8k,13,7,80,35.83033716359122,0.4478792145448902
v,relative_benefit,gsm8k,14,0,80,39.83732060180712,0.49796650752258903
v,relative_benefit,gsm8k,14,1,80,37.786396472294804,0.47232995590368504
v,relative_benefit,gsm8k,14,2,80,47.068081432527286,0.5883510179065911
v,relative_benefit,gsm8k,14,3,80,38.11400017700599,0.4764250022125749
v,relative_benefit,gsm8k,14,4,80,41.441281010275716,0.5180160126284464
v,relative_benefit,gsm8k,14,5,80,47.716959944771915,0.5964619993096489
v,relative_benefit,gsm8k,14,6,80,38.30832787093721,0.47885409838671517
v,relative_benefit,gsm8k,14,7,80,46.38540159079565,0.5798175198849457
v,relative_benefit,gsm8k,15,0,80,35.95597022515814,0.4494496278144767
v,relative_benefit,gsm8k,15,1,80,49.55638700144543,0.6194548375180678
v,relative_benefit,gsm8k,15,2,80,30.882546944970827,0.3860318368121353
v,relative_benefit,gsm8k,15,3,80,26.808579848423406,0.3351072481052926
v,relative_benefit,gsm8k,15,4,80,30.90820416557643,0.38635255206970537
v,relative_benefit,gsm8k,15,5,80,41.87581000363899,0.5234476250454874
v,relative_benefit,gsm8k,15,6,80,-43.32845561788679,-0.5416056952235848
v,relative_benefit,gsm8k,15,7,80,37.486936875963536,0.4685867109495442
v,relative_benefit,gsm8k,16,0,80,36.77511260352955,0.4596889075441194
v,relative_benefit,gsm8k,16,1,80,45.99237075252272,0.5749046344065339
v,relative_benefit,gsm8k,16,2,80,32.31742119656823,0.4039677649571029
v,relative_benefit,gsm8k,16,3,80,42.87303566819689,0.5359129458524612
v,relative_benefit,gsm8k,16,4,80,46.34633259808125,0.5793291574760155
v,relative_benefit,gsm8k,16,5,80,40.00657020368273,0.5000821275460341
v,relative_benefit,gsm8k,16,6,80,40.19460182762018,0.5024325228452523
v,relative_benefit,gsm8k,16,7,80,49.2427957870174,0.6155349473377175
v,relative_benefit,gsm8k,17,0,80,44.01270768543796,0.5501588460679745
v,relative_benefit,gsm8k,17,1,80,40.93047070195022,0.5116308837743777
v,relative_benefit,gsm8k,17,2,80,37.31702127524213,0.46646276594052666
v,relative_benefit,gsm8k,17,3,80,41.98618843816978,0.5248273554771223
v,relative_benefit,gsm8k,17,4,80,28.349925109728872,0.3543740638716109
v,relative_benefit,gsm8k,17,5,80,39.07881724705837,0.4884852155882296
v,relative_benefit,gsm8k,17,6,80,37.6486825495234,0.4706085318690425
v,relative_benefit,gsm8k,17,7,80,38.235567848265674,0.4779445981033209
v,relative_benefit,gsm8k,18,0,80,42.20139503053656,0.527517437881707
v,relative_benefit,gsm8k,18,1,80,48.88777410858697,0.6110971763573371
v,relative_benefit,gsm8k,18,2,80,42.78960947222127,0.5348701184027659
v,relative_benefit,gsm8k,18,3,80,43.96109733747308,0.5495137167184134
v,relative_benefit,gsm8k,18,4,80,26.388343556125257,0.3298542944515657
v,relative_benefit,gsm8k,18,5,80,39.63808136805536,0.495476017100692
v,relative_benefit,gsm8k,18,6,80,41.880421927768204,0.5235052740971026
v,relative_benefit,gsm8k,18,7,80,36.72273222907077,0.45903415286338467
v,relative_benefit,gsm8k,19,0,80,37.62257032868952,0.470282129108619
v,relative_benefit,gsm8k,19,1,80,39.1489892450661,0.48936236556332624
v,relative_benefit,gsm8k,19,2,80,43.24651249223409,0.5405814061529262
v,relative_benefit,gsm8k,19,3,80,34.35371262604615,0.4294214078255769
v,relative_benefit,gsm8k,19,4,80,32.838512186029504,0.4104814023253688
v,relative_benefit,gsm8k,19,5,80,37.72757873568713,0.47159473419608916
v,relative_benefit,gsm8k,19,6,80,32.65110404017672,0.40813880050220896
v,relative_benefit,gsm8k,19,7,80,52.465239948869694,0.6558154993608711
v,relative_benefit,gsm8k,20,0,80,36.323863726635395,0.45404829658294243
v,relative_benefit,gsm8k,20,1,80,31.355935938913163,0.3919491992364145
v,relative_benefit,gsm8k,20,2,80,43.711664067209114,0.546395800840114
v,relative_benefit,gsm8k,20,3,80,39.801610204792595,0.49752012755990743
v,relative_benefit,gsm8k,20,4,80,48.23439867551265,0.6029299834439081
v,relative_benefit,gsm8k,20,5,80,35.82831849448363,0.4478539811810454
v,relative_benefit,gsm8k,20,6,80,39.473051419808286,0.49341314274760356
v,relative_benefit,gsm8k,20,7,80,37.97458952586527,0.47468236907331585
v,relative_benefit,gsm8k,21,0,80,37.722585081254856,0.4715323135156857
v,relative_benefit,gsm8k,21,1,80,54.602985006977875,0.6825373125872234
v,relative_benefit,gsm8k,21,2,80,54.538377653792786,0.6817297206724098
v,relative_benefit,gsm8k,21,3,80,42.13614375375279,0.5267017969219099
v,relative_benefit,gsm8k,21,4,80,47.00563261040065,0.5875704076300081
