kv_type,metric,layer,kv_head,count,contrib,weighted_mean
v,relative_candidate_benefit,9,6,560,-756.2578488068041,-1.3504604442978645
v,relative_candidate_benefit,9,7,560,164.13339050377658,0.2930953401853153
v,relative_candidate_benefit,10,0,560,-461.0415506332472,-0.8232884832736557
v,relative_candidate_benefit,10,1,560,-2306.286602598238,-4.11836893321114
v,relative_candidate_benefit,10,2,560,-393.8057865471364,-0.7032246188341721
v,relative_candidate_benefit,10,3,560,-1310.555794428755,-2.3402782043370625
v,relative_candidate_benefit,10,4,560,57.69063477741762,0.10301899067396003
v,relative_candidate_benefit,10,5,560,142.596019232175,0.25463574862888394
v,relative_candidate_benefit,10,6,560,-822.8920683447493,-1.4694501220441951
v,relative_candidate_benefit,10,7,560,-822.5916398710974,-1.4689136426269596
v,relative_candidate_benefit,11,0,560,108.75139902802542,0.19419892683575968
v,relative_candidate_benefit,11,1,560,-444.42754859961036,-0.7936206224993042
v,relative_candidate_benefit,11,2,560,-388.19099756128793,-0.6931982099308713
v,relative_candidate_benefit,11,3,560,80.99600799126,0.14463572855582144
v,relative_candidate_benefit,11,4,560,309.27924764641335,0.5522843707971667
v,relative_candidate_benefit,11,5,560,-104.67194958341213,-0.18691419568466452
v,relative_candidate_benefit,11,6,560,32.919471889355165,0.058784771230991364
v,relative_candidate_benefit,11,7,560,-332.1971304734645,-0.593209161559758
v,relative_candidate_benefit,12,0,560,140.87703366112248,0.25156613153771873
v,relative_candidate_benefit,12,1,560,-14.099388893246612,-0.025177480166511806
v,relative_candidate_benefit,12,2,560,176.38258988527724,0.31496891050942366
v,relative_candidate_benefit,12,3,560,92.48727583394357,0.16515584970347066
v,relative_candidate_benefit,12,4,560,-195.63411920807755,-0.3493466414429956
v,relative_candidate_benefit,12,5,560,-1278.529031453341,-2.2830875561666804
v,relative_candidate_benefit,12,6,560,184.68272639772854,0.3297905828530867
v,relative_candidate_benefit,12,7,560,-117.62214891535913,-0.2100395516345699
v,relative_candidate_benefit,13,0,560,248.06690164000548,0.44297661007143835
v,relative_candidate_benefit,13,1,560,-477.0411832647945,-0.8518592558299901
v,relative_candidate_benefit,13,2,560,236.00257808443573,0.4214331751507781
v,relative_candidate_benefit,13,3,560,107.48962927119098,0.19194576655569817
v,relative_candidate_benefit,13,4,560,184.26747010400024,0.3290490537571433
v,relative_candidate_benefit,13,5,560,-237.64528436229506,-0.42436657921838405
v,relative_candidate_benefit,13,6,560,-178.52425839783388,-0.3187933185675605
v,relative_candidate_benefit,13,7,560,-231.82389261763277,-0.4139712368172014
v,relative_candidate_benefit,14,0,560,93.69018069109742,0.1673038940912454
v,relative_candidate_benefit,14,1,560,-43.967167418230744,-0.07851279896112633
v,relative_candidate_benefit,14,2,560,-300.9446559010855,-0.5374011712519384
v,relative_candidate_benefit,14,3,560,95.00483233531806,0.16965148631306795
v,relative_candidate_benefit,14,4,560,-2806.4591043363484,-5.011534114886336
v,relative_candidate_benefit,14,5,560,-137.66055825769348,-0.24582242546016694
v,relative_candidate_benefit,14,6,560,102.67089722096549,0.18334088789458122
v,relative_candidate_benefit,14,7,560,-264.58024124452766,-0.4724647165080851
v,relative_candidate_benefit,15,0,560,-5242.455193712063,-9.361527131628684
v,relative_candidate_benefit,15,1,560,242.84417706938297,0.43365031619532673
v,relative_candidate_benefit,15,2,560,63.24849024950641,0.1129437325884043
v,relative_candidate_benefit,15,3,560,-1033.1894129524837,-1.8449810945580067
v,relative_candidate_benefit,15,4,560,-208.06035320077092,-0.37153634500137667
v,relative_candidate_benefit,15,5,560,34.97253445370747,0.06245095438162048
v,relative_candidate_benefit,15,6,560,-326.60104752436536,-0.5832161562935095
v,relative_candidate_benefit,15,7,560,-1406.0133408780016,-2.5107381087107172
v,relative_candidate_benefit,16,0,560,-281.05608209779626,-0.501885860888922
v,relative_candidate_benefit,16,1,560,-540.7418134963904,-0.9656103812435542
v,relative_candidate_benefit,16,2,560,25.760791858529778,0.04600141403308889
v,relative_candidate_benefit,16,3,560,-30.096220982134504,-0.053743251753811616
v,relative_candidate_benefit,16,4,560,-677.4111378924296,-1.2096627462364813
v,relative_candidate_benefit,16,5,560,-12836.27419638523,-22.921918207830767
v,relative_candidate_benefit,16,6,560,-289.45651759022354,-0.5168866385539707
v,relative_candidate_benefit,16,7,560,56.891768513349135,0.10159244377383773
v,relative_candidate_benefit,17,0,560,-271.9285906644822,-0.4855867690437182
v,relative_candidate_benefit,17,1,560,-287.6253792823571,-0.5136167487184947
v,relative_candidate_benefit,17,2,560,-295.1970211426525,-0.5271375377547366
v,relative_candidate_benefit,17,3,560,-673.3549654479384,-1.2024195811570328
v,relative_candidate_benefit,17,4,560,-1339.335169510384,-2.3916699455542574
v,relative_candidate_benefit,17,5,560,-760.3080203983164,-1.3576928935684223
v,relative_candidate_benefit,17,6,560,24.92637708591388,0.044511387653417646
v,relative_candidate_benefit,17,7,560,-185.36635305274604,-0.33101134473704646
v,relative_candidate_benefit,18,0,560,-3399.0541940602925,-6.069739632250522
v,relative_candidate_benefit,18,1,560,-5109.558982249155,-9.124212468302062
v,relative_candidate_benefit,18,2,560,-95.93730739143813,-0.1713166203418538
v,relative_candidate_benefit,18,3,560,-83.71784027070085,-0.14949614334053724
v,relative_candidate_benefit,18,4,560,-304.3400803221333,-0.5434644291466666
v,relative_candidate_benefit,18,5,560,-2218.7823085123514,-3.9621112652006274
v,relative_candidate_benefit,18,6,560,-517.8251167986101,-0.9246877085689467
v,relative_candidate_benefit,18,7,560,-2453.1384374688987,-4.380604352623034
v,relative_candidate_benefit,19,0,560,-2176.6408917544977,-3.8868587352758888
v,relative_candidate_benefit,19,1,560,-2128.0234199560214,-3.800041821350038
v,relative_candidate_benefit,19,2,560,-1567.421272901292,-2.798966558752307
v,relative_candidate_benefit,19,3,560,-3001.76085828584,-5.360287246939
v,relative_candidate_benefit,19,4,560,-1361.03742028918,-2.4304239648021073
v,relative_candidate_benefit,19,5,560,-1087.3527370783213,-1.941701316211288
v,relative_candidate_benefit,19,6,560,-1161.2403275716827,-2.0736434420922905
v,relative_candidate_benefit,19,7,560,-627.6029104965265,-1.1207194830295117
v,relative_candidate_benefit,20,0,560,-4381.69459507615,-7.824454634064554
v,relative_candidate_benefit,20,1,560,-2775.517863091409,-4.956281898377516
v,relative_candidate_benefit,20,2,560,-2459.31129642974,-4.391627315053108
v,relative_candidate_benefit,20,3,560,-528.458609298229,-0.9436760880325519
v,relative_candidate_benefit,20,4,560,-14425.517277247023,-25.759852280798256
v,relative_candidate_benefit,20,5,560,-1967.1228162968932,-3.5127193148158806
v,relative_candidate_benefit,20,6,560,-363.5098534639808,-0.6491247383285371
v,relative_candidate_benefit,20,7,560,-595.8064622887103,-1.06394011122984
v,relative_candidate_benefit,21,0,560,-1647.7344884670629,-2.942383015119755
v,relative_candidate_benefit,21,1,560,-846.803447680961,-1.5121490137160016
v,relative_candidate_benefit,21,2,560,-714.4540541188928,-1.2758108109265944
v,relative_candidate_benefit,21,3,560,-559.9672540515816,-0.99994152509211
v,relative_candidate_benefit,21,4,560,-1395.0981469503718,-2.491246690982807
v,relative_candidate_benefit,21,5,560,-1786.4040916530985,-3.1900073065233903
v,relative_candidate_benefit,21,6,560,-2915.518885970311,-5.206283724946984
v,relative_candidate_benefit,21,7,560,-4973.455735350145,-8.881170955982402
v,relative_candidate_benefit,22,0,560,-5485.87388540647,-9.796203366797268
v,relative_candidate_benefit,22,1,560,-3465.522559787544,-6.188433142477757
v,relative_candidate_benefit,22,2,560,-1576.835180158665,-2.8157771074261877
v,relative_candidate_benefit,22,3,560,-912.203844544452,-1.6289354366865214
v,relative_candidate_benefit,22,4,560,-258.0541643471625,-0.46081100776279016
v,relative_candidate_benefit,22,5,560,-3961.259228009761,-7.073677192874573
v,relative_candidate_benefit,22,6,560,-877.2371908617689,-1.5664949836817301
v,relative_candidate_benefit,22,7,560,-1901.8030059844252,-3.3960767964007594
v,relative_candidate_benefit,23,0,560,-2385.3544230102075,-4.259561469661085
v,relative_candidate_benefit,23,1,560,-12118.846383705908,-21.64079711376055
v,relative_candidate_benefit,23,2,560,-1368.0685242931886,-2.4429795076664083
v,relative_candidate_benefit,23,3,560,-5691.240654652303,-10.162929740450542
v,relative_candidate_benefit,23,4,560,-2004.3419244258919,-3.5791820079033783
v,relative_candidate_benefit,23,5,560,-5612.447225015484,-10.02222718752765
v,relative_candidate_benefit,23,6,560,-4827.4442611249715,-8.620436180580306
v,relative_candidate_benefit,23,7,560,-3359.907701659148,-5.999835181534193
v,relative_candidate_benefit,24,0,560,-1401.2923109593848,-2.5023076981417587
v,relative_candidate_benefit,24,1,560,-9360.60609176077,-16.715368021001375
v,relative_candidate_benefit,24,2,560,-2987.640079817624,-5.3350715711029
v,relative_candidate_benefit,24,3,560,-842.0647996647587,-1.5036871422584976
v,relative_candidate_benefit,24,4,560,-6765.52672081732,-12.081297715745213
v,relative_candidate_benefit,24,5,560,-1428.5737767005285,-2.5510246012509437
v,relative_candidate_benefit,24,6,560,-1297.300084245084,-2.3166072932947928
v,relative_candidate_benefit,24,7,560,-909.5353665440738,-1.6241702974001317
v,relative_candidate_benefit,25,0,560,-1483.0357266648634,-2.6482780833301134
v,relative_candidate_benefit,25,1,560,-5372.030786041834,-9.592912117931848
v,relative_candidate_benefit,25,2,560,-2653.865441515445,-4.739045431277581
v,relative_candidate_benefit,25,3,560,-6270.805569144713,-11.197867087758416
v,relative_candidate_benefit,25,4,560,-1688.5229402269797,-3.0152195361196066
v,relative_candidate_benefit,25,5,560,-726.5804463248223,-1.297465082722897
v,relative_candidate_benefit,25,6,560,-5403.025804541545,-9.648260365252758
v,relative_candidate_benefit,25,7,560,-3559.5684405900856,-6.356372215339438
v,relative_candidate_benefit,26,0,560,-1354.4169504905808,-2.4186016973046085
v,relative_candidate_benefit,26,1,560,-1730.607393272356,-3.090370345129207
v,relative_candidate_benefit,26,2,560,156.48876479188306,0.2794442228426483
v,relative_candidate_benefit,26,3,560,-10740.723321711992,-19.1798630744857
v,relative_candidate_benefit,26,4,560,-2358.359604007797,-4.2113564357282085
v,relative_candidate_benefit,26,5,560,-135.67768854347716,-0.24228158668478064
v,relative_candidate_benefit,26,6,560,-1458.3806682443935,-2.60425119329356
v,relative_candidate_benefit,26,7,560,-5725.596797356296,-10.2242799952791
v,relative_candidate_benefit,27,0,560,-8678.297904582674,-15.496960543897632
v,relative_candidate_benefit,27,1,560,-2353.63795243795,-4.202924915067768
v,relative_candidate_benefit,27,2,560,-1202.3298129558154,-2.1470175231353847
v,relative_candidate_benefit,27,3,560,-1347.6281644390722,-2.4064788650697717
v,relative_candidate_benefit,27,4,560,-1605.8051127247816,-2.8675091298656814
v,relative_candidate_benefit,27,5,560,-1639.2702784733476,-2.927268354416692
v,relative_candidate_benefit,27,6,560,-1880.3405386883232,-3.3577509619434345
v,relative_candidate_benefit,27,7,560,-6746.254038452547,-12.046882211522407
v,relative_candidate_benefit,28,0,560,-741.7019906887122,-1.3244678405155574
v,relative_candidate_benefit,28,1,560,-2721.4391555880775,-4.859712777835853
v,relative_candidate_benefit,28,2,560,-59.95377572828092,-0.10706031380050164
v,relative_candidate_benefit,28,3,560,-1954.9885850462013,-3.4910510447253595
v,relative_candidate_benefit,28,4,560,-5672.856056787976,-10.1301001014071
v,relative_candidate_benefit,28,5,560,-205.01720032069846,-0.36610214342981867
v,relative_candidate_benefit,28,6,560,-800.5696856447645,-1.4295887243656509
v,relative_candidate_benefit,28,7,560,-1021.3618066952539,-1.8238603690986677
v,relative_candidate_benefit,29,0,560,-7438.2672732850615,-13.282620130866182
v,relative_candidate_benefit,29,1,560,-10552.39651901991,-18.843565212535555
v,relative_candidate_benefit,29,2,560,-2039.2188324677177,-3.64146220083521
v,relative_candidate_benefit,29,3,560,-7419.741146253153,-13.249537761166344
v,relative_candidate_benefit,29,4,560,-3672.221388704335,-6.557538194114883
v,relative_candidate_benefit,29,5,560,-983.9202903295517,-1.757000518445628
v,relative_candidate_benefit,29,6,560,-39.84842383584123,-0.07115789970685935
v,relative_candidate_benefit,29,7,560,-351.9438568695401,-0.6284711729813216
v,relative_candidate_benefit,30,0,560,-1649.2098832654242,-2.9450176486882573
v,relative_candidate_benefit,30,1,560,133.27213532298063,0.237985955933894
v,relative_candidate_benefit,30,2,560,-589.0214437517362,-1.051824006699529
v,relative_candidate_benefit,30,3,560,-1594.4547170014946,-2.8472405660740976
v,relative_candidate_benefit,30,4,560,-229.9015454386144,-0.4105384739975257
v,relative_candidate_benefit,30,5,560,-250.84745830014992,-0.4479418898216963
v,relative_candidate_benefit,30,6,560,-462.2895823003959,-0.825517111250707
v,relative_candidate_benefit,30,7,560,-616.6511526236789,-1.1011627725422837
v,relative_candidate_benefit,31,0,560,-131.7478555006346,-0.23526402767970467
v,relative_candidate_benefit,31,1,560,-1348.8584204075028,-2.4086757507276837
v,relative_candidate_benefit,31,2,560,-1711.8837786645695,-3.056935319043874
v,relative_candidate_benefit,31,3,560,98.18847999782477,0.1753365714246871
v,relative_candidate_benefit,31,4,560,-2957.975698639811,-5.282099461856806
v,relative_candidate_benefit,31,5,560,-1036.9787573649057,-1.8517477810087601
v,relative_candidate_benefit,31,6,560,-25.970743144686537,-0.0463763270440831
v,relative_candidate_benefit,31,7,560,-189.81950607840415,-0.33896340371143596
