path	git_status	category	approx_diff_size	likely_originating_task	scientific_system_purpose	should_commit	proposed_commit_group	reason	file_type	bytes
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/semantic_fix_v1/semantic_before_after.md	??	FINAL_REPORT	809 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text, with very long lines (362)	809
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/semantic_fix_v1/workspace_freshness_audit.json	??	FINAL_REPORT	2689 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	2689
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/softmax_after_profile.json	??	FINAL_REPORT	21505 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	21505
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/softmax_before_profile.json	??	FINAL_REPORT	19379 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	19379
reports/system_full_model_serving_benchmark_v1/request_invariant_softmax_v1/split_topology_tests.json	??	FINAL_REPORT	341 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	341
reports/system_full_model_serving_benchmark_v1/scheduler_overhead.json	??	FINAL_REPORT	129 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	129
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/capacity_after.csv	??	FINAL_REPORT	1589 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	1589
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/capacity_after.json	??	FINAL_REPORT	2023 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2023
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/correctness.json	??	FINAL_REPORT	2847 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2847
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/decode_regression.json	??	FINAL_REPORT	1167 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1167
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/final_gate.json	??	FINAL_REPORT	1338 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1338
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/cache_mutation_forensic.csv	??	FINAL_REPORT	0 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/cache_mutation_forensic.json	??	FINAL_REPORT	3 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/decode_component_profile.csv	??	FINAL_REPORT	0 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/decode_component_profile.json	??	FINAL_REPORT	3 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/environment.json	??	FINAL_REPORT	13124 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	13124
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/final_gate.json	??	FINAL_REPORT	352 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	352
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/memory_breakdown.csv	??	FINAL_REPORT	2328 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	2328
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/memory_breakdown.json	??	FINAL_REPORT	7888 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	7888
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/memory_lifecycle.csv	??	FINAL_REPORT	4816 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	4816
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/memory_lifecycle.json	??	FINAL_REPORT	16071 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	16071
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/oom_forensic.json	??	FINAL_REPORT	3 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__causal_v4_25_full_model__c4096__b1__d8.json	??	FINAL_REPORT	668490 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	668490
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__causal_v4_25_full_model__c4096__b2__d8.json	??	FINAL_REPORT	555309 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	555309
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__causal_v4_25_full_model__c4096__b4__d8.json	??	FINAL_REPORT	557337 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	557337
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__fp16_full_model__c4096__b1__d8.json	??	FINAL_REPORT	3526 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3526
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__fp16_full_model__c4096__b2__d8.json	??	FINAL_REPORT	3532 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3532
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/points/memory__fp16_full_model__c4096__b4__d8.json	??	FINAL_REPORT	3532 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3532
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/scaling_component_analysis.json	??	FINAL_REPORT	2705 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2705
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/summary.md	??	FINAL_REPORT	5157 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text	5157
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/temp_allocation_forensic.csv	??	FINAL_REPORT	0 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/temp_allocation_forensic.json	??	FINAL_REPORT	3 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/worker_summaries.csv	??	FINAL_REPORT	1690 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	1690
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/forensic_after/worker_summaries.json	??	FINAL_REPORT	2331 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2331
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/lm_head_shapes.json	??	FINAL_REPORT	1611 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1611
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/memory_before_after.csv	??	FINAL_REPORT	499 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	499
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/memory_before_after.json	??	FINAL_REPORT	1635 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1635
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/README.md	??	FINAL_REPORT	1535 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text	1535
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/capacity_scaling.csv	??	FINAL_REPORT	1589 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	1589
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/capacity_scaling.json	??	FINAL_REPORT	2023 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2023
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/context_scaling.csv	??	FINAL_REPORT	345 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	345
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/context_scaling.json	??	FINAL_REPORT	1694 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1694
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_b_scaling_raw.csv	??	FINAL_REPORT	18563 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	18563
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_b_scaling_raw.json	??	FINAL_REPORT	70922 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	70922
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_b_scaling_summary.csv	??	FINAL_REPORT	940 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	940
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_b_scaling_summary.json	??	FINAL_REPORT	2135 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2135
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_capacity_raw.csv	??	FINAL_REPORT	8967 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	8967
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_capacity_raw.json	??	FINAL_REPORT	21782 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	21782
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_capacity_summary.csv	??	FINAL_REPORT	1589 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	1589
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_capacity_summary.json	??	FINAL_REPORT	2023 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2023
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_context_scaling_raw.csv	??	FINAL_REPORT	7561 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	7561
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_context_scaling_raw.json	??	FINAL_REPORT	26326 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	26326
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_context_scaling_summary.csv	??	FINAL_REPORT	345 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	345
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/decode_only_context_scaling_summary.json	??	FINAL_REPORT	1694 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1694
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/environment.json	??	FINAL_REPORT	13031 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	13031
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/exact_commands.md	??	FINAL_REPORT	477 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text	477
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/final_gate.json	??	FINAL_REPORT	1916 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	1916
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/master_run_summaries.csv	??	FINAL_REPORT	8967 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	8967
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/master_run_summaries.json	??	FINAL_REPORT	21782 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	21782
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/matched_b_scaling.csv	??	FINAL_REPORT	940 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	940
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/matched_b_scaling.json	??	FINAL_REPORT	2135 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2135
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/memory_scaling_repaired.csv	??	FINAL_REPORT	262 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	262
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/memory_scaling_repaired.json	??	FINAL_REPORT	913 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	913
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/old_vs_new_comparison.csv	??	FINAL_REPORT	1554 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	1554
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/old_vs_new_comparison.json	??	FINAL_REPORT	2828 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	2828
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/point_summaries.csv	??	FINAL_REPORT	17622 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	CSV ASCII text	17622
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/point_summaries.json	??	FINAL_REPORT	47260 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	47260
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__causal_v4_25_full_model__c4096__b16__d8__ac16__tr16__w0__m1.json	??	FINAL_REPORT	6247 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	6247
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__causal_v4_25_full_model__c4096__b1__d8__ac1__tr1__w0__m1.json	??	FINAL_REPORT	5050 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5050
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__causal_v4_25_full_model__c4096__b2__d8__ac2__tr2__w0__m1.json	??	FINAL_REPORT	5060 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5060
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__causal_v4_25_full_model__c4096__b4__d8__ac4__tr4__w0__m1.json	??	FINAL_REPORT	5057 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5057
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__causal_v4_25_full_model__c4096__b8__d8__ac8__tr8__w0__m1.json	??	FINAL_REPORT	5062 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5062
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__fp16_full_model__c4096__b1__d8__ac1__tr1__w0__m1.json	??	FINAL_REPORT	5017 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5017
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__fp16_full_model__c4096__b2__d8__ac2__tr2__w0__m1.json	??	FINAL_REPORT	5016 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5016
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__fp16_full_model__c4096__b4__d8__ac4__tr4__w0__m1.json	??	FINAL_REPORT	5011 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5011
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/capacity__fp16_full_model__c4096__b8__d8__ac8__tr8__w0__m1.json	??	FINAL_REPORT	7277 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	7277
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__causal_v4_25_full_model__c2048__b1__d8__ac1__tr1__w1__m3.json	??	FINAL_REPORT	11457 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11457
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__causal_v4_25_full_model__c2048__b2__d8__ac2__tr2__w1__m3.json	??	FINAL_REPORT	11470 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11470
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__causal_v4_25_full_model__c2048__b4__d8__ac4__tr4__w1__m3.json	??	FINAL_REPORT	11473 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11473
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__causal_v4_25_full_model__c2048__b8__d8__ac8__tr8__w1__m3.json	??	FINAL_REPORT	11462 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11462
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__fp16_full_model__c2048__b1__d8__ac1__tr1__w1__m3.json	??	FINAL_REPORT	11418 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11418
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__fp16_full_model__c2048__b2__d8__ac2__tr2__w1__m3.json	??	FINAL_REPORT	11415 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11415
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__fp16_full_model__c2048__b4__d8__ac4__tr4__w1__m3.json	??	FINAL_REPORT	11426 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11426
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/matched_b__fp16_full_model__c2048__b8__d8__ac8__tr8__w1__m3.json	??	FINAL_REPORT	11420 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	11420
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/smoke__causal_v4_25_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	FINAL_REPORT	5041 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5041
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/smoke__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	FINAL_REPORT	4996 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	4996
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/points/smoke_repeat__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	FINAL_REPORT	5034 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	5034
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/protocol_definition.md	??	FINAL_REPORT	480 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text	480
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/protocol_validation.json	??	FINAL_REPORT	352 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	352
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/structural_counters.json	??	FINAL_REPORT	504 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	JSON text data	504
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/repaired_after/summary.md	??	FINAL_REPORT	1535 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text	1535
reports/system_full_model_serving_benchmark_v1/selective_prefill_logits_projection_v1/summary.md	??	FINAL_REPORT	3478 bytes	selective prefill logits projection	Scientific report/evidence artifact.	yes	C_selective_prefill_logits_capacity	semantic source/test/report artifact	ASCII text, with very long lines (393)	3478
reports/system_full_model_serving_benchmark_v1/smoke_results.json	??	FINAL_REPORT	2888 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	2888
reports/system_full_model_serving_benchmark_v1/summary.json	??	FINAL_REPORT	1280 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1280
reports/system_full_model_serving_benchmark_v1/throughput_scaling.csv	??	FINAL_REPORT	384 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	384
reports/system_full_model_serving_benchmark_v1/workload.json	??	FINAL_REPORT	262 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	262
reports/system_full_model_serving_benchmark_v1_probe_256/baseline_audit.json	??	RAW_EXPERIMENT_ARTIFACT	705 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	705
reports/system_full_model_serving_benchmark_v1_probe_256/benchmark_config.json	??	RAW_EXPERIMENT_ARTIFACT	266 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	266
